water_level,temperature,ldr,pH,humidity ,label
6.4,20,163,7,9,27
5.8,20.6,496,8.3,33,27
11.8,15,187,8.3,65,27
15,23.1,258,6.6,44,27
8,11.1,734,8.2,65,29
11.6,20.6,842,8.1,21,29
2.6,21,92,7.1,27,45
9.1,12.9,260,5.3,2,26
2.3,13.4,181,5.6,62,13
13.6,17.9,701,7.4,23,29
10.5,20.2,26,8.7,34,27
4.9,10.3,439,7.6,20,45
6.2,9.8,921,7.3,22,29
13.9,11,233,5.5,77,4
2.5,14.4,556,5.9,55,13
13.5,18.6,610,6.9,79,27
2.4,17,530,5.2,76,44
11.2,8.7,563,6.1,4,4
6.5,16.6,110,5.3,53,26
11.1,11,98,7.9,8,27
0.6,22.9,939,9,80,47
11.4,17.7,28,6.7,67,27
0.2,18.8,119,8.6,9,45
9.6,18.1,983,5.1,61,28
4.7,22.6,305,7.3,65,45
8,20.1,326,6.4,77,4
6.1,29.6,272,5.6,74,1
3.3,16.9,721,7.9,31,47
11.8,13.7,629,6.6,33,27
3.8,14.2,190,5.9,60,13
10.4,16.8,607,8.3,75,27
4.2,25.2,754,6.7,67,41
9.6,24,792,8.3,52,23
7.4,25.6,634,5.3,76,20
14.6,23.4,402,8.5,27,27
8.4,28.5,728,7.2,43,23
6.5,11.5,74,5.3,62,26
10.7,26.2,648,5.5,62,1
14,23.7,297,7.4,3,27
5.3,25.9,897,8.7,48,23
3.6,27.7,449,6.2,68,10
13,10.7,715,7.9,38,29
4,26.4,942,5.6,79,11
10.2,11.5,303,7.3,56,27
13.4,15.7,527,6.9,23,27
14.2,24,304,5,13,20
14.5,25.9,985,8.8,71,23
1.5,16.3,237,7.2,49,45
10.9,15,266,8.8,68,27
8.4,10.9,992,5.5,24,5
3.1,11.4,608,8.9,11,45
3.4,19.7,478,8.7,50,45
5.4,9.6,879,7.7,64,29
1,18.3,245,5,18,44
11.4,26.2,421,8.8,40,21
8.6,16.8,307,8.6,51,27
8.3,20.1,252,7.5,62,27
1.9,18,531,8.7,53,45
11.4,25.2,976,5.5,57,2
12.9,30,808,6.7,49,23
13,26.2,688,7.5,33,19
14.5,26.7,779,5.1,24,22
1,10.4,497,6.5,6,13
2.6,12.8,71,6.4,28,13
7.8,19.6,463,7.5,59,27
10.7,22.2,793,8,26,29
9.9,15.5,504,5.9,39,4
3,26.1,714,8.4,36,41
14,20,584,5.2,16,26
14,21.2,448,6.6,61,27
7.5,15.8,374,6.5,76,4
14.6,8.6,464,6.7,44,27
3.1,14.6,393,7.7,66,45
6.2,10.6,256,5.5,53,4
10.7,25.5,16,5.6,20,1
11.2,29.2,504,5.7,68,1
14.9,9.4,896,5.5,20,5
6.5,13.5,963,7.5,16,29
12.1,19,99,6,25,4
4.3,11.3,912,5.2,80,46
8.2,20.7,557,5.1,8,26
6.6,18.4,100,6.5,60,4
2.2,8.6,942,7.9,70,47
7.6,25.7,845,8.8,55,23
11.3,22.8,590,8,61,27
4.9,15,855,8.3,32,47
9.5,8.1,891,8.7,25,29
6.9,11.8,314,8.3,1,27
3.7,22.6,357,7.6,68,45
3.1,17.8,800,8.4,44,47
7.5,24,759,8.2,24,23
12.6,13.7,183,8.4,12,27
3.5,9.1,283,5.6,17,13
5.1,15.6,953,6,21,5
3.4,24.6,404,5.7,3,10
13,26.4,11,6.6,62,21
6.7,19,701,8,61,29
6.7,15.6,950,8.5,10,29
5.2,22.2,343,7.3,52,27
1.6,26,550,5.6,35,10
12.9,12.1,656,6.6,60,25
14.1,15.9,880,7.8,40,29
2.4,12.3,747,5.5,55,14
9.8,11.4,294,8.7,68,27
1,9.8,963,8.8,35,47
14.7,23.2,352,8.1,53,27
1.3,23.9,58,5.9,26,13
10.5,15.2,540,6.4,41,4
5,29.9,205,5.5,35,1
10,12.7,892,8.1,48,29
1.5,19.9,48,8.9,14,45
8.4,18.4,566,5.3,34,26
7.4,15.4,760,5.4,25,28
3,21.9,630,8,3,45
11.8,28.3,684,5.2,71,18
12.4,27.8,786,8.4,49,23
13.6,16,766,7.6,54,29
7.1,13,184,8.3,78,27
6.9,27.8,543,5.5,77,1
4.1,26,660,7.4,42,37
2.7,25.4,805,7.2,8,41
11.2,13.1,849,5.8,25,5
8,22.3,89,6,80,4
2.5,13.8,958,5.2,1,46
4.3,10.7,803,6.8,19,47
14.6,27.8,305,7.4,60,21
3.1,27.5,648,5.4,78,38
10.1,20.2,685,6,6,3
3.6,8.4,934,7.5,52,47
7,16.7,899,8.6,13,29
14.9,28.8,35,7.7,6,21
5.4,11.6,218,6.5,34,4
4.5,21.8,270,5.5,46,13
9.3,16.3,321,7.1,67,27
2.4,24,980,5.2,75,40
2.6,19.1,545,6.8,41,45
5.5,17.4,787,8.4,58,29
1.8,23.6,229,6.2,26,13
11,25.5,151,7.8,8,21
14.8,18.1,52,8.5,69,27
5.8,22.8,554,6.2,19,4
6,20.2,330,5.2,50,26
14,25.8,860,5.7,53,2
0.3,14,935,5.9,68,14
2,18.9,611,5.1,32,44
8.2,8.2,51,8.8,72,27
10,8.6,566,6.8,43,27
11,28.2,306,6.5,28,1
5,9.3,153,5.3,75,26
13.1,24.1,264,8.8,42,21
4.2,28.2,225,5.7,31,10
12.3,27.2,745,7.4,18,23
8.3,13,604,7.6,48,27
12.6,29.4,474,6.8,61,21
5.2,25.9,582,6.2,1,1
2.2,25.6,518,8.4,32,39
10.4,14.4,451,7.9,8,27
3.8,25.2,116,6.2,51,10
13,10.6,281,7.8,43,27
3.6,13.8,328,7.8,55,45
3.5,22,565,7.6,72,45
3.2,19,831,7.3,45,47
10.1,24,207,7.3,27,21
14.2,13.6,298,5.8,56,4
12.7,25.7,867,6.7,12,23
2.6,23.9,598,7.2,12,45
3.6,8.2,131,8.3,1,45
10.4,8.8,595,7.4,31,27
6.3,20.7,971,6.1,76,5
8.3,10,585,7,14,27
1.4,13.9,900,6,9,14
12.8,20.4,708,7.5,4,29
9.8,25.4,281,6.7,51,21
9.8,9.9,241,5.4,53,26
0,27.7,695,6.4,36,9
1.9,11.2,629,6,38,13
11.4,11.7,970,6.6,13,29
1.9,29.8,403,5.3,34,38
7.6,24.9,755,7.1,77,23
5.1,18.9,274,7.3,6,27
7.8,12.4,145,7.5,77,27
14.1,20,241,6.8,35,27
2.1,16.6,188,8.8,70,45
5.6,27.3,638,5.7,51,1
8,14.8,739,6.4,17,5
4.3,27.3,906,7.4,33,41
13.3,18.8,160,7.6,75,27
12.9,20.8,504,6.2,2,4
14.6,22.8,739,6.7,55,29
5.6,21.9,600,7.9,1,27
13.6,21,174,8.9,16,27
6.8,25.3,868,5.4,75,22
3.6,15.1,289,8.1,49,45
1.7,27.2,804,7,33,41
7,11.7,342,7,34,27
8.8,25.3,263,6.9,52,21
12,9.3,729,8.6,27,29
6.4,23.3,8,5.5,35,4
4.5,11,582,6.4,64,13
6.4,16.8,411,8.5,22,27
7.9,21.1,37,8.3,30,27
13.6,28.2,299,6.4,54,1
1.4,18.2,790,8,24,47
8.2,8.4,964,7.4,70,29
4.7,25.4,137,6.3,61,10
11.9,13.8,731,5.7,68,5
12.6,14,165,5.8,16,4
3.2,9.8,966,5.2,66,46
6.8,25.5,594,7.2,45,21
11.8,8.8,751,7.6,58,29
7.7,12.3,983,5.5,4,5
12.5,27.5,735,6.3,31,2
12.5,15,21,9,76,27
5.1,9.9,90,8,47,27
12.4,27.9,927,8.8,10,23
12,21.1,428,6.6,70,27
3.7,26.9,471,6.5,14,10
2.4,20.1,175,6,2,13
1.1,24,967,5.6,78,11
12.6,26.7,732,5.4,65,22
14,17.2,424,5.7,67,4
0.7,26.5,279,5.8,63,10
2.7,21.3,23,7.9,23,45
5.4,14.6,810,5.8,49,5
2.5,14.5,937,6.5,50,14
1.3,13.9,630,6.3,58,13
5.2,28,955,7.4,71,23
11.1,28,71,6.1,48,1
6.9,10.5,910,8.7,6,29
2.5,9.7,40,7.2,55,45
9.2,29.8,132,6.4,47,1
10.9,23.7,758,6.1,72,5
0.9,13.9,650,7.4,70,43
5.8,12.9,544,5.4,42,26
0.1,28,269,7.6,77,39
9.3,17.9,807,6.9,43,29
4.3,20.4,202,6.2,15,13
12.6,13.7,755,5.9,2,5
12.4,29.2,333,8.8,33,21
9.5,20.8,400,5.9,52,4
11,26.8,374,7.9,6,21
9.8,18.2,994,5.7,48,5
7.3,25.7,947,8.6,15,23
10.8,19.2,336,8,59,27
2.3,15.6,581,7.1,13,45
10.3,15.2,514,7.5,61,27
1.6,18.8,126,7.2,48,45
10.6,9.5,947,8.5,38,29
1.5,26.8,285,5.5,64,10
12,23.6,322,6,69,4
11.2,20.3,978,8.9,45,29
5.2,22,878,8,31,29
2.6,10.1,850,7.3,40,47
8.7,18.9,573,5.3,50,26
1,12,338,8.3,72,45
1.6,20.3,252,5.2,46,44
10.6,12.4,688,7.4,77,25
12.1,10.1,32,5.9,64,4
7.9,9.9,803,5.2,79,28
6,16,903,6.4,74,5
14.4,26.8,601,8.5,27,21
4.5,11.6,993,7.7,63,47
6.6,28.5,469,6.6,6,21
3.8,10.5,576,6.1,9,13
14.3,21.7,830,8,64,29
9.4,28.5,796,8.4,28,23
1.8,9.8,417,8.5,28,45
14.8,23.2,846,5.3,25,28
4,15.4,468,8.8,24,45
4.4,11.3,558,7.2,76,45
12.1,16.3,798,5.6,29,5
0.3,25.6,429,8.4,50,39
5.4,16.8,44,5.8,77,4
11.5,18.5,715,8.7,42,29
13.9,25.9,773,7,66,23
14,25.3,689,7.8,11,19
1.6,28,560,8.3,32,39
3,10.8,515,7.5,5,45
1.9,23.4,194,6.7,54,45
9.7,27.1,918,7.5,42,23
12,15.8,807,7.5,5,29
13.8,29.7,40,5.6,52,1
1.7,29.8,390,8.1,36,39
12.4,26,176,6.4,61,1
9,22.6,894,5.6,61,5
14.9,27,243,7.4,35,21
11.9,13.1,855,6.7,57,29
1.1,13.3,511,6.4,22,13
6.6,26.1,712,5.6,70,2
14.7,18.6,894,5.5,37,5
7.5,10.2,588,6.2,56,4
10.5,25.5,352,5.4,48,20
7.9,10.2,712,6.1,42,5
1.6,29.9,508,6.8,49,39
4.1,22.8,497,5.9,43,13
11.8,27.7,212,5.1,34,20
10.8,17.1,341,7.3,6,27
12.8,14.8,153,8.6,52,27
9.6,16.5,425,8.9,1,27
8.2,9.3,78,6.1,7,4
10.9,15.7,17,8.6,52,27
3.2,13.2,727,7.8,65,47
0,20.5,662,8.7,64,43
9.5,28.3,773,5.2,63,22
11.2,14.4,842,8,31,29
3.6,21.2,97,7.6,21,45
12.6,26.7,521,7.9,50,21
7.5,11.1,287,8.6,71,27
11.6,10.8,167,5.3,65,26
2.6,20.1,607,5.1,39,44
5.9,22,192,6.5,70,4
9,22,730,8.9,10,29
2.6,25.4,236,6.9,42,39
3.2,9.4,647,7,28,45
1.1,17.1,419,8.6,43,45
14.1,27.5,483,7.4,30,21
10.8,8,49,7.6,29,27
6.9,14.5,768,6.6,79,29
6.6,15,898,7,64,29
1.7,9.8,541,5.9,68,13
14.7,26.6,330,5.4,48,20
11,23.8,52,6.9,25,27
4.4,23,843,6.6,78,47
10.8,14.3,427,7.2,21,27
4.1,19.7,264,6.3,74,13
13.7,25,165,6.3,30,1
0.3,13.8,795,5.7,59,14
7.7,21.7,524,5.1,60,26
6.2,17.5,1,8.6,68,27
0.8,18.6,318,8.2,39,45
1.9,10.9,803,8.4,73,47
1.8,9.4,382,5,10,44
11.8,17.9,187,7.2,10,27
0.2,23.5,758,6.2,2,14
8.6,13,554,6.2,9,4
1.2,9.5,963,7.9,0,47
5.1,15.4,178,5.6,55,4
7.5,20.3,402,5.8,45,4
4.3,24.9,201,7.3,26,39
2.9,22.5,44,5.3,62,44
11.6,22.1,54,6.2,0,4
7.8,18.9,911,5.6,11,5
2.4,13.4,866,5.9,46,14
3.4,25.1,860,6.4,53,11
3.9,24.1,219,5.9,17,10
11,26,863,7.6,61,23
14.6,17.2,886,6.8,69,29
14.3,29.4,136,5.6,18,1
13.3,29.6,751,6.6,21,23
6.2,28.2,880,7.7,34,23
0,18.3,547,6.1,75,13
10.8,23.5,55,6.2,4,4
1.8,16.2,643,7.4,21,45
14.5,14.4,872,6.4,70,5
13.8,27.5,66,6.4,54,1
12.4,21.9,2,8.8,34,27
9.5,10.5,127,8.8,7,27
10.9,19.3,156,8.4,5,27
3.3,23.3,264,8.1,35,45
8.3,15.2,177,8.1,73,27
2.7,23.7,960,5.8,20,14
12.3,9.9,562,8.8,80,27
6.4,24.3,24,7.2,43,21
0.6,27.6,164,8.1,40,39
3.6,21.7,625,5.7,67,13
3.3,17.1,232,7.4,79,45
8.6,26.3,553,7.1,59,21
2.2,27.6,771,6.3,58,11
10.8,17.9,412,5.1,47,26
6.1,10.7,220,5.9,70,4
14.1,14.2,338,7.5,12,27
3.6,12.9,732,8.8,6,47
8.8,24,993,8.6,68,23
8.1,24.3,539,5.1,52,20
12.6,16,39,8.3,8,27
11.1,24.7,357,7.6,63,21
2.9,29.2,146,8.6,58,39
6.8,19.2,555,7.3,40,27
8.2,9.4,669,5.2,8,24
1.7,18.4,165,5.3,30,44
4.8,22.1,465,7.2,70,45
12.1,12.5,759,6.7,57,29
6.2,16.8,538,6.1,47,4
2.9,28.7,2,9,3,39
11,8.9,934,8.5,20,29
8.5,27.9,712,8.8,45,23
2.1,20.8,601,9,22,45
1.7,20.9,330,5.6,58,13
8.6,27.5,419,5.8,50,1
6.5,12.1,248,8.5,6,27
13.7,13.3,534,5.3,43,26
0.9,8.4,528,7.4,2,45
3,8.1,90,7.9,25,45
7.1,12.4,848,8.9,7,29
6.3,23.8,430,5.1,73,26
5.7,23.1,388,7.2,15,27
0.6,19.6,469,7.6,4,45
2.1,28,446,6,6,10
12.3,8.8,545,8.6,30,27
6.3,10.5,738,5.2,23,28
3.8,13.5,328,6,54,13
3.4,21.9,246,6.1,2,13
7,14.2,1,8.6,71,27
4.5,30,583,6.7,33,39
7.5,12.7,473,5.1,68,26
3.1,24,784,6.6,1,41
1.5,17.5,200,7.8,77,45
9.1,8.8,189,8.7,17,27
0.5,20.1,575,8,30,45
10.9,9.7,313,5.6,39,4
7.9,27.4,612,6.8,4,21
8,20.7,222,7,4,27
3.2,16.3,36,9,69,45
4.4,19.9,258,5.1,45,44
5.5,13.9,899,7.3,26,29
2,18.6,76,6.8,23,45
1.3,20.1,959,5.1,40,46
1.8,18.5,157,6.3,23,13
12.2,10.3,820,5.6,53,5
8.4,8.3,91,6,11,4
2,26.9,768,7.2,64,41
2,22.2,741,7.4,15,47
1.1,23.2,799,5.8,64,14
9.9,17,694,6.3,56,3
4,24.6,874,6.3,73,11
6.1,29.4,116,7.9,43,21
9.8,22.8,460,9,70,27
15,9,578,8.2,72,27
5.4,28.6,898,6.3,4,2
12.9,18.9,776,7.7,0,29
14.3,24.2,903,6.2,48,2
7.7,10.4,360,5.9,12,4
3.6,22.8,799,5.5,51,14
10.3,29.4,976,6.9,61,23
5.6,10.8,981,6.6,44,29
1.3,14.5,660,8.4,35,43
9.7,15.8,999,6.1,51,5
14.8,25.8,31,8.1,74,21
0.6,28.4,971,7.2,15,41
1.6,17.1,665,8.5,4,43
3,23,211,6,68,13
1.9,15.1,869,5.9,16,14
0.6,26.4,194,5.6,52,10
3.3,10.1,218,6.7,8,45
6.2,18.3,134,8.3,64,27
14.7,28,911,8.4,36,23
0.7,10.6,877,6.7,70,47
1.1,29.6,29,5.1,28,38
6.8,9.7,945,8.1,32,29
4.5,28.9,814,8.8,19,41
5.3,14.2,399,6.8,26,27
2.6,10.8,36,8.4,20,45
11.2,12.6,589,8,38,27
14,29.2,17,7.8,29,21
11.6,18.9,637,6.5,61,4
7.7,8.6,140,7.2,43,27
9,21.5,827,7.9,74,29
7.4,12.7,562,6.9,19,27
12.6,29.3,981,8.7,63,23
10.6,18.3,845,8.8,39,29
14.5,17.3,91,5.2,34,26
4.7,22.8,202,7.9,28,45
13,26.6,383,7.2,54,21
0.4,25,359,5.5,42,10
11.1,9.4,562,7.8,65,27
2.4,22.9,469,6.2,16,13
4.2,26.4,464,5.8,28,10
13,13.5,928,5.5,13,5
9.7,21.5,660,5.4,13,24
13,8.2,154,7.9,45,27
12.6,17.3,158,7.7,73,27
0.1,28,353,8,51,39
12.3,29.3,298,7.1,18,21
1.1,23,250,9,31,45
12.3,9.4,232,5.5,45,4
11.9,17.8,650,5.9,78,3
4.9,25.2,756,7.6,5,41
11.8,11.5,115,8.9,4,27
1.3,20.3,464,5.6,43,13
0.9,11.1,803,8.2,48,47
10.5,13.1,795,6.8,44,29
4.4,19.1,850,6.8,18,47
14.3,21.9,726,6.3,63,5
3.2,10.7,830,7.9,15,47
0.8,12.9,239,8.9,7,45
11.6,16.3,997,8,18,29
4.5,28.1,974,7.8,60,41
13.3,27,258,8.8,63,21
2.6,26.6,752,6.3,43,11
10,28.3,866,6.8,12,23
7.2,17.1,913,6.3,16,5
13.5,8.6,745,7.7,23,29
11.5,18.6,719,8.5,0,29
10,22.1,987,8.2,15,29
8.1,15.8,597,8.4,20,27
1.1,12.2,328,5.6,52,13
3.6,17.8,706,5,27,46
10.5,17,769,7.5,65,29
11.1,14.3,177,5.6,22,4
14.6,14.4,578,5.6,52,4
2.3,16.2,624,5.2,74,44
3.4,14.5,578,5.8,36,13
12.2,20.3,192,8.4,44,27
13.1,14.6,913,8.5,72,29
8.4,21.8,305,6.8,24,27
8.4,9.4,800,7.4,40,29
6.3,25.7,844,5.9,31,2
13.6,19.7,474,6.6,5,27
2.5,16.2,115,7.4,11,45
10.8,8.2,996,7.1,8,29
14.2,11.2,445,7.5,79,27
12,29.6,160,5.2,51,20
2.2,13.8,426,5.6,50,13
13.8,10.7,565,7.2,7,27
4.7,19.8,868,6.5,58,14
3.2,22.5,652,8.7,14,43
14.5,24.1,455,6.1,73,1
3,10,237,7.2,15,45
10.7,11.6,269,8.1,8,27
3.3,24.5,806,7.3,11,41
3.7,13.5,482,5.6,16,13
9,14.5,17,9,24,27
10,13.9,773,8.4,74,29
4.1,23.1,820,9,54,47
9.3,17.2,101,5.6,35,4
7.7,8.6,668,7,9,25
4.8,10.1,83,8.8,39,45
4.5,25.3,360,5.3,24,38
14.6,10.6,801,7.7,67,29
1,12.6,15,7.3,47,45
11.1,26.2,152,8.1,33,21
9.6,10.3,429,8.3,31,27
11.6,20.8,382,8.6,42,27
11.8,19,148,8.2,3,27
9,17.4,156,6.4,53,4
0.8,13.3,781,9,23,47
3.9,13.9,552,8.3,55,45
8.5,22.7,981,6.1,27,5
7.3,11.9,336,7.7,18,27
6.2,21.2,619,6.8,68,27
3.1,17.8,863,6.3,63,14
3.1,10.4,803,8.7,27,47
2,22.9,186,6.3,37,13
7.7,20.3,376,8,46,27
13.1,29.2,860,6.1,14,2
3.9,9.6,447,5.8,76,13
0.2,19.2,228,8.2,55,45
6.6,24.8,798,6.5,67,2
14,20.7,776,5.8,10,5
2.8,16.5,854,5.7,63,14
12.9,18.2,780,8.8,37,29
8,18.7,293,8.9,5,27
13.2,14.9,895,6.6,10,29
3.9,10.2,363,8.5,54,45
6.2,20.4,333,8.8,22,27
6.3,24.8,282,9,5,21
4.4,9.4,391,6.2,68,13
7.7,21.8,495,8.4,23,27
6.4,17.4,629,8.2,77,27
12.6,8.3,764,6.9,66,29
3.5,18.6,55,7.5,71,45
3.1,11.9,494,7.3,44,45
9,27.2,669,6.9,35,19
4.9,12.2,518,8.5,10,45
12.3,29.9,861,5.9,30,2
5.4,15.9,218,8.6,76,27
13.4,17,494,8.6,4,27
4.1,19.6,523,6.6,8,45
2.7,23.1,997,5.9,17,14
1.2,15.6,451,5.1,80,44
10.7,24.5,822,7.2,30,23
13.3,25.1,535,8.2,2,21
14.5,14.5,975,7.5,4,29
15,27.1,600,6.8,15,21
0.6,17.2,559,7.5,70,45
12.2,25.3,486,8.2,71,21
1.5,18.8,904,8.5,42,47
4.2,17.5,726,6.3,4,14
11.1,22.6,514,7.2,28,27
4,10.4,641,8.5,55,45
13.2,18.9,185,5.3,16,26
4.1,27.2,312,5.4,38,38
3.1,23.2,544,8,13,45
3.9,9.6,933,6.2,72,14
11.9,22,458,8.4,68,27
10.3,8.9,167,5,69,26
9.6,19.9,122,6.9,75,27
4.5,19.5,363,7.8,42,45
5.7,17.4,471,8.6,67,27
4,20,305,7.9,51,45
1.6,14.4,164,8.5,14,45
12.5,25.2,506,6.7,6,21
8.5,30,215,5.1,40,20
3,15.7,531,8.5,28,45
14,17.9,995,6.6,2,29
6.7,27.1,947,7,40,23
3.2,29.1,90,6.9,61,39
14.3,8.9,566,6.2,28,4
9.5,12.9,698,6.6,25,25
4.6,11.5,166,5.8,67,13
4.1,21.6,327,5.7,44,13
5.5,8.3,912,7.6,10,29
12.5,13.1,484,5.1,74,26
6.8,28.6,142,6.1,9,1
10.3,19.3,892,5.3,29,28
7.5,17,574,8.6,51,27
1.7,29.3,811,7.3,4,41
12,20.9,906,7.4,36,29
5.7,27.6,861,7.7,75,23
3.1,21,44,5.1,36,44
1.9,24.9,538,6.8,0,39
1.8,17.4,784,8,42,47
10.2,11.2,287,7.4,68,27
12.6,24.6,565,6,0,1
0.5,20.1,935,5.9,19,14
10.6,23,618,5.6,6,4
11.8,24.7,458,7.2,8,21
3.6,26,800,5.7,25,11
9.1,23.1,946,7,13,29
4.7,16.1,199,8.6,29,45
5.8,13.8,728,8.1,7,29
3,23.1,522,6.7,51,45
1.4,20,171,8.6,79,45
2.8,19,275,8.5,14,45
12.2,13.1,669,7.1,8,25
11.6,27.3,717,8.7,35,23
5.6,20.8,923,8.1,49,29
11.7,24.4,76,5.5,10,1
12.6,8.9,204,5.9,18,4
5.3,14.1,974,8.9,65,29
0.6,25.3,557,6.1,56,10
14,12.6,431,7.1,55,27
11.7,12.9,791,8.8,23,29
3,20.4,473,5.1,33,44
5.6,20,783,8.3,70,29
14.5,25.8,980,5.2,59,22
11,13,578,6.7,43,27
0.4,9,684,6.5,72,12
6.9,16.6,931,8.2,60,29
9.8,25.6,964,8.1,13,23
6.3,11.7,839,5.8,70,5
4.5,16.6,861,5.7,44,14
13.8,9.3,96,5.5,35,4
0.6,8.9,655,8,65,43
11.7,26.6,8,6.8,67,21
12.3,15.6,762,8.6,33,29
5.8,26.2,555,7.9,7,21
5,17.4,779,6.3,23,5
3.1,16.7,348,7.3,50,45
3.1,17.3,189,5.7,74,13
11.4,23.6,931,5.4,27,28
4.3,16.9,820,7.5,75,47
0.8,26.7,436,8.4,39,39
9,19.1,359,6.5,14,4
13.7,12,471,7.9,29,27
7.4,16.5,628,8.3,80,27
8.8,29.5,285,6.6,46,21
0.1,14.8,845,5.7,65,14
0.9,23.6,254,6.4,61,13
13.1,25.4,470,9,29,21
14.1,29.1,634,7.1,0,21
13.5,12,656,6.3,75,3
1.2,14.8,397,7.4,48,45
7.4,19.5,610,7.8,22,27
12.8,22.2,77,7.3,4,27
11.8,30,767,8.7,10,23
5.4,13.8,211,6.2,27,4
13.7,11.6,890,6,25,5
1.7,22.4,873,6,55,14
7.3,11.3,470,8.7,78,27
9.8,12,546,7.7,42,27
11.4,14.5,766,8.4,30,29
13.6,17.3,271,5.5,66,4
9.7,21.4,301,6.9,17,27
2.3,14.3,845,5.1,20,46
8.8,26.6,522,8,36,21
10.9,8.1,95,7.6,17,27
7.4,28.5,555,7.6,7,21
0.4,22.2,620,6.8,6,45
2.8,11.7,599,7.1,7,45
3.8,25,504,7.6,46,39
8.9,14.3,306,6.8,44,27
4.9,16.6,410,6.8,47,45
14.9,25.9,225,5.7,36,1
9.7,12.1,103,5.6,29,4
8.1,17,132,6.5,47,4
7.7,29.1,666,8.8,22,19
11.5,25.8,837,6.7,53,23
14.5,23.2,413,8.6,36,27
10,22.7,648,7.4,40,27
2.5,27,153,5.3,55,38
12.1,27,394,8.5,18,21
9.9,11.8,653,8.3,26,25
6.9,25.1,984,7.6,65,23
14.9,10.1,97,5.2,0,26
10.6,16.5,543,7.1,25,27
10.1,20.1,88,6,30,4
11.7,24.9,727,6.2,30,2
1.3,12.7,735,8.6,47,47
3.6,26.2,854,5.8,67,11
9.1,12.7,536,9,29,27
8.1,8.4,678,7.7,0,25
10.1,19,346,5.2,68,26
2,25,957,6.8,13,41
14.1,10.8,258,6.3,7,4
8.8,22.5,523,6.4,33,4
6.9,28.2,858,6.1,13,2
9.5,9.9,200,8.8,49,27
10.1,15.1,684,8.1,78,25
14.5,27.2,949,8.7,56,23
4.9,8.4,993,5.7,66,14
4.4,8.9,925,6.6,11,47
13.6,25.3,881,5.2,55,22
1.4,27.7,399,5.6,75,10
12.1,10.7,308,8,76,27
6.2,27.6,976,8.6,56,23
11.6,25.6,330,8.1,55,21
11.5,17.2,884,5.3,22,28
1.8,19.1,141,7.5,57,45
0.5,11.9,380,5.6,18,13
10.6,29,410,8.6,71,21
7.7,17.2,278,6.1,63,4
10.9,17.1,938,7.1,4,29
3.6,13.7,68,5.2,11,44
13.7,28.2,774,5.4,45,22
3.7,11.9,927,6.7,0,47
5.6,16.4,292,6.1,6,4
1,29.1,441,5,53,38
9.1,29.8,350,6.1,60,1
8.7,21.9,360,6.4,48,4
14.1,23.6,137,7.9,14,27
13.9,17.9,925,6.4,31,5
8.2,22.6,364,7.3,28,27
13.3,16.9,414,7.9,38,27
9.9,19.3,432,6.2,64,4
8.6,27.9,406,5.7,10,1
13.4,12.6,952,5.1,19,28
10.9,9,716,6.8,17,29
3.4,25.1,829,8,38,41
3.1,12.7,328,7.2,73,45
11,9.7,387,8.9,32,27
2.7,29.1,409,5.9,47,10
2.1,14.9,910,7.8,65,47
1.7,24.3,190,5.6,69,10
8.7,29.5,726,7.2,52,23
11.3,25,873,7.7,21,23
10.3,10.7,77,8.4,2,27
1.4,8.3,795,6.6,55,47
0.7,26.1,837,5.3,10,40
5.3,16.9,878,5.3,46,28
0.8,27.9,329,6.9,71,39
10.2,15.7,834,8.3,19,29
14.9,29.6,211,8.2,38,21
10.8,9.3,207,7.1,27,27
4.6,22.7,913,8.5,70,47
10.3,23.8,839,5.5,42,5
1.5,14.1,193,8.9,27,45
13.1,16.5,837,6.8,71,29
4.7,18.1,837,6.2,5,14
14.6,26,438,7.4,2,21
4.9,17.8,559,6.3,30,13
2,10.6,658,5.8,5,12
2.8,26.1,252,7.4,37,39
1,20.7,885,5.1,30,46
13.6,20.2,587,7.5,37,27
5.9,23.9,950,6.9,19,29
14.9,29.8,716,6.7,8,23
10.3,9.1,40,8.7,38,27
1.8,8,468,6.6,18,45
2.4,19.6,687,5.6,16,12
14.8,27.3,58,5.2,56,20
11.2,23.6,375,5.4,63,26
2,10.8,150,6.9,56,45
12,13.9,880,6,5,5
3.1,16.7,633,5.7,32,13
3.6,23.1,815,6.4,66,14
4.9,8.2,27,7,23,45
4.8,29.7,607,7.6,16,39
9.6,19.3,302,5.7,72,4
7.9,19.3,832,8.1,4,29
1.9,21.5,432,6.5,10,13
3.3,9.4,474,5.5,63,13
8.3,20.9,437,6.6,72,27
10.1,27.3,163,8,27,21
14.2,8.4,410,5.9,62,4
1.7,12.4,196,8,75,45
6.3,15.3,407,7.3,49,27
14.3,27.4,706,8.9,9,23
0.3,11.5,699,7.2,17,43
0.2,9.8,360,5.1,56,44
3,20.6,817,9,64,47
4.1,20.8,559,6.6,18,45
8.8,19.4,263,5.1,8,26
13.5,11.9,402,5.7,47,4
1.7,19.9,797,8,68,47
3.3,14.3,796,8.2,32,47
2.1,15.1,906,6.4,16,14
3.2,11.7,157,7.4,15,45
4.4,20.6,543,6.6,45,45
9.9,12.8,617,5.7,44,4
14.6,9.7,919,7.3,31,29
14.4,21.7,774,7.7,4,29
4.9,16,697,7.7,19,43
5.2,22,173,5.8,73,4
7.4,22.9,284,6.9,51,27
